Season,Striker,total_runs,balls_faced,strike_rate,total_wickets,total_runs_conceded,balls_bowled,economy_rate,Retention
22,Shashank Singh,69,47,162.22222223333333,0,20,13,6.1904761903333325,0
22,Shivam Mavi,3,8,27.777777776666667,3,120,76,9.5,0
22,Shubman Gill,483,374,123.47017079833331,0,0,0,0.0,1
22,Simarjeet Singh,7,8,88.88888888999999,2,106,88,7.416083914666667,0
22,T Stubbs,2,4,50.0,0,0,0,0.0,0
22,TA Boult,40,30,140.158730152,15,449,363,7.0251154929999995,1
22,TG Southee,2,12,6.666666666666667,14,275,220,7.396907040333333,1
22,TH David,186,91,195.78865580000002,0,0,0,0.0,1
22,TL Seifert,24,21,95.625,0,0,0,0.0,0
22,TS Mills,0,3,0.0,3,153,83,11.113636365,0
22,Tilak Varma,397,313,127.837552025,0,13,12,3.25,1
22,UT Yadav,55,41,100.3968254,14,295,249,7.314313725333332,1
22,Umran Malik,4,8,53.333333333333336,19,347,237,8.754332459666667,1
22,V Kohli,341,306,107.51085125833333,0,0,0,0.0,1
22,V Shankar,19,36,48.26839826666666,0,15,10,4.666666666666667,0
22,VG Arora,5,14,19.23076923,2,121,84,8.794725588,0
22,VR Iyer,182,175,101.1844896075,0,46,24,9.25,0
22,WP Saha,317,266,83.66963533666667,0,0,0,0.0,1
22,Washington Sundar,101,76,134.88536156666666,6,237,170,8.808061552,0
22,YBK Jaiswal,258,198,113.66572490666665,0,6,1,6.0,0
22,YS Chahal,5,8,62.5,5,134,99,8.121212121,0
22,Yash Dayal,0,1,0.0,5,82,51,9.647058824,0
23,A Badoni,238,186,117.08966084428572,0,0,1,0.0,0
23,A Manohar,114,86,88.80341879000001,0,0,0,0.0,0
23,A Mishra,19,30,63.33333333,5,53,54,5.888888889,0
23,A Nortje,37,29,92.85714286,8,328,227,8.7515873016,0
23,A Zampa,10,17,78.125,6,128,85,9.27,0
23,AD Russell,227,162,122.7311175625,7,172,99,7.27410714375,1
23,AJ Hosein,16,11,145.4545455,1,40,24,10.0,0
23,AK Markram,248,200,108.954741555,1,70,49,5.59375,0
23,AM Rahane,326,193,179.81362675,0,0,0,0.0,1
23,AR Patel,283,216,116.31002926714287,10,306,270,7.312133769428572,1
23,AS Joseph,7,12,58.33333333,0,52,24,13.0,0
23,AS Roy,23,19,91.428571425,3,65,51,8.14878542525,0
23,AT Rayudu,158,115,127.767507,0,0,0,0.0,0
23,AU Rashid,22,17,130.95238095,2,56,42,7.958333333500001,0
23,Abdul Basith,1,1,100.0,0,0,0,0.0,0
23,Abdul Samad,169,131,165.90476189999998,0,0,0,0.0,1
23,Abhishek Sharma,226,166,132.004495935,2,124,75,6.3936925645,0
23,Abishek Porel,33,31,96.75925926000001,0,0,0,0.0,0
23,Akash Deep,17,8,212.5,0,30,15,12.0,0
23,Aman Hakim Khan,110,106,113.172105665,0,0,0,0.0,0
23,Anmolpreet Singh,105,83,126.28703702499999,0,0,0,0.0,0
23,Anuj Rawat,91,72,147.02020202,0,0,0,0.0,0
23,Arjun Tendulkar,13,9,144.4444444,1,9,12,4.5,0
23,Arshad Khan,18,15,88.8888889,4,126,65,12.494894894333333,0
23,Arshdeep Singh,2,2,100.0,7,206,118,10.47457627,0
23,Atharva Taide,186,136,106.06285766799999,0,0,0,0.0,0
23,Avesh Khan,0,1,0.0,0,53,24,13.25,0
23,B Kumar,42,49,83.92857143,11,252,192,7.7142857145,1
23,B Sai Sudharsan,362,264,121.87772543333334,0,0,0,0.0,1
23,BA Stokes,15,15,102.77777779499999,0,18,6,9.0,0
23,C Green,452,287,144.180218205,6,351,239,9.399029421,1
23,C Sakariya,4,6,50.0,3,89,55,9.746031747,0
23,CJ Jordan,6,13,45.238095235,1,61,40,7.535714285,0
23,CV Varun,1,11,6.25,12,255,187,6.398773006,1
23,D Padikkal,261,206,107.0864664725,0,0,0,0.0,0
23,D Wiese,21,11,256.25,0,38,18,6.333333335,0
23,DA Miller,259,184,117.84014596,0,0,0,0.0,0
23,DA Warner,516,406,106.7704348625,0,0,0,0.0,1
23,DG Nalkande,0,1,0.0,1,44,25,10.56,0
23,DJ Hooda,84,93,97.179724065,0,8,6,1.3333333333333333,0
23,DJ Willey,35,32,112.5,3,105,94,5.7895652175,0
23,DL Chahar,1,2,50.0,9,157,113,8.336283186,0
23,DP Conway,672,493,115.10888522857142,0,0,0,0.0,1
23,Dhruv Jurel,152,93,155.11359043428573,0,0,0,0.0,1
23,F du Plessis,730,483,146.752184625,0,0,0,0.0,1
23,Fazalhaq Farooqi,1,5,20.0,1,31,19,9.789473684,0
23,GD Phillips,39,22,166.77489176666668,1,20,18,2.2222222223333334,0
23,GJ Maxwell,400,225,108.37662339125,3,94,64,3.8625,1
23,H Klaasen,448,262,169.9721009,0,0,0,0.0,1
23,HC Brook,190,159,78.51008613166665,0,0,0,0.0,0
23,HH Pandya,346,254,137.41134559124998,3,228,156,5.433689422125,1
23,HR Shokeen,23,19,95.55555556666667,2,112,69,13.55952381,0
23,HV Patel,6,6,75.0,10,300,196,10.440677965999999,0
23,Harpreet Brar,52,42,110.95238095714285,9,203,154,7.358646616571428,1
23,Harpreet Singh,76,59,130.29100526666667,0,0,0,0.0,0
23,Harshit Rana,0,1,0.0,1,27,26,6.230769231,0
23,I Sharma,1,1,100.0,1,18,18,6.0,0
23,Ishan Kishan,454,325,120.78450130249999,0,0,0,0.0,1
23,JC Archer,4,4,100.0,2,101,78,7.238490566,0
23,JC Buttler,392,298,82.52329196333332,0,0,0,0.0,1
23,JD Unadkat,9,7,128.5714286,0,27,13,12.46153846,0
23,JE Root,10,15,66.66666667,0,0,0,0.0,0
23,JJ Roy,285,196,128.62068965999998,0,0,0,0.0,0
23,JM Sharma,309,205,144.03205247111111,0,0,0,0.0,1
23,JO Holder,12,12,70.0,2,149,85,11.328508330666665,0
23,JP Behrendorff,6,9,66.66666667,1,65,50,7.8,0
23,JR Hazlewood,1,2,50.0,2,15,19,4.736842105,0
23,K Gowtham,61,44,176.2113617266667,3,118,100,8.731182795666667,0
23,K Kartikeya,6,7,85.71428571,1,54,36,9.0,0
23,K Rabada,0,2,0.0,5,122,78,8.999999998,0
23,KD Karthik,140,106,114.74136974285715,0,0,0,0.0,0
23,KH Pandya,188,172,96.66666667142856,7,289,229,7.532312924714286,1
23,KL Rahul,274,247,113.2876984,0,0,0,0.0,0
23,KM Asif,0,2,0.0,2,40,25,9.6,0
23,KM Jadhav,12,10,120.0,0,0,0,0.0,0
23,KR Mayers,379,276,112.81019706142857,0,59,46,5.723704865999999,1
23,KS Sharma,12,21,58.125,0,0,0,0.0,0
23,KV Sharma,3,5,66.66666666500001,4,46,42,6.8333333335,0
23,Kuldeep Yadav,31,50,55.105132958571424,10,340,281,6.578654347285714,1
23,LS Livingstone,279,175,137.71679553833334,2,94,42,9.166666666666666,0
23,Lalit Yadav,66,62,124.285714285,2,118,82,6.688717948,0
23,Liton Das,4,4,100.0,0,0,0,0.0,0
23,M Jansen,39,45,97.049689445,8,225,148,9.6233333325,0
23,M Markande,21,14,130.0,6,177,134,8.379310345,0
23,M Shahrukh Khan,156,100,137.85300925875,0,0,0,0.0,0
23,M Vohra,10,11,90.90909091,0,0,0,0.0,0
23,MA Agarwal,270,219,97.25336343833334,0,0,0,0.0,0
23,MA Wood,11,5,191.66666665,4,81,50,9.8173076925,0
23,MD Shanaka,26,26,78.27380953333333,0,0,0,0.0,0
23,MG Bracewell,58,49,109.62418302500001,6,95,66,8.45833333325,0
23,MJ Santner,2,4,66.66666666500001,1,53,48,6.625,0
23,MK Lomror,135,101,90.02587145166666,0,17,12,2.8333333333333335,0
23,MK Pandey,160,149,77.95619131333332,0,0,0,0.0,0
23,MM Ali,124,92,157.07038475000002,6,162,127,7.1915137614999995,1
23,MM Sharma,0,1,0.0,20,181,141,7.70212766,1
23,MP Stoinis,408,281,122.041846105,5,100,69,5.39375,1
23,MR Marsh,128,97,85.18264839999999,12,170,132,5.952006133599999,1
23,MS Dhoni,104,63,123.985507254,0,0,0,0.0,0
23,MW Short,117,99,97.734724275,0,25,25,4.75,0
23,Mandeep Singh,14,16,53.03030303333333,0,0,0,0.0,0
23,Mohammed Shami,5,8,35.714285715,19,267,233,6.807115384499999,1
23,Mohammed Siraj,1,2,50.0,12,222,206,6.500988142000001,1
23,Mohit Rathee,1,2,50.0,0,29,12,14.5,0
23,Mohsin Khan,0,7,0.0,1,24,18,8.0,0
23,Mukesh Kumar,7,10,58.333333333333336,7,247,154,9.09142857,0
23,Mustafizur Rahman,1,1,100.0,1,38,24,9.5,0
23,N Jagadeesan,89,84,76.25,0,0,0,0.0,0
23,N Pooran,358,217,188.934672025,0,0,0,0.0,1
23,N Rana,413,303,126.14254631125,3,75,54,3.09375,1
23,N Wadhera,241,171,141.03150181799998,0,0,0,0.0,1
23,NT Ellis,1,7,25.0,4,128,87,9.0144927535,0
23,Naveen-ul-Haq,16,22,59.84126984333333,8,170,124,9.004312531666667,0
23,Noor Ahmad,8,9,57.777777776666674,8,266,203,8.151075268666666,0
23,P Dubey,16,20,80.0,1,19,19,6.0,0
23,P Simran Singh,358,245,126.19039637777779,0,0,0,0.0,1
23,PBB Rajapaksa,71,64,72.22222223333334,0,0,0,0.0,0
23,PD Salt,218,135,98.18647086000001,0,0,0,0.0,0
23,PK Garg,22,23,102.380952365,0,0,0,0.0,0
23,PN Mankad,93,74,79.0425532,0,0,0,0.0,0
23,PP Chawla,25,22,103.96825397666667,14,349,257,8.373485777,1
23,PP Shaw,106,90,73.85714286,0,0,0,0.0,0
23,PWH de Silva,33,30,116.98412699,7,185,127,8.669743589666666,0
23,Q de Kock,143,103,132.417154,0,0,0,0.0,0
23,R Ashwin,67,55,129.0476190385714,14,334,285,7.024749923,1
23,R Dhawan,20,12,136.36363634999998,1,50,36,8.125,0
23,R Parag,78,68,111.99938950599999,0,0,0,0.0,0
23,R Powell,7,9,77.77777777666667,1,18,14,2.571428571333333,0
23,R Shepherd,0,1,0.0,0,0,0,0.0,0
23,R Tewatia,87,61,127.74669775,0,15,14,2.1428571428333334,0
23,RA Jadeja,190,138,175.6481481333333,16,393,306,9.133748326166666,1
23,RA Tripathi,273,217,126.91898733857144,0,0,0,0.0,0
23,RD Chahar,0,10,0.0,2,147,114,8.3854166665,0
23,RD Gaikwad,590,411,136.49031027142857,0,0,0,0.0,1
23,RG Sharma,332,258,91.24566089000001,0,0,0,0.0,1
23,RK Singh,474,333,131.49312736375,0,0,0,0.0,1
23,RP Meredith,0,2,0.0,1,49,26,11.30769231,0
23,RR Rossouw,209,148,135.93670593166667,0,0,0,0.0,0
23,RV Patel,49,44,111.9047619075,0,0,0,0.0,0
23,Rahmanullah Gurbaz,227,178,80.36773340666666,0,0,0,0.0,0
23,Rashid Khan,130,66,184.63980463333334,18,370,260,8.441823899333334,1
23,Ravi Bishnoi,20,28,82.66666666799999,14,302,250,7.7524615384,1
23,S Dhawan,373,275,133.13233485714287,0,0,0,0.0,1
23,S Dube,418,277,162.55168734285715,0,0,0,0.0,1
23,SA Yadav,605,340,137.72600475,0,0,0,0.0,1
23,SM Curran,276,213,112.89808955999999,10,489,299,9.81961770211111,0
23,SN Khan,53,62,81.39730639333334,0,0,0,0.0,0
23,SN Thakur,113,72,133.42683984,6,205,113,10.7681835374,0
23,SO Hetmyer,299,205,133.63368501125,0,0,0,0.0,0
23,SP Narine,21,28,95.08547008666666,9,325,248,8.879767728500001,0
23,SS Prabhudessai,35,32,100.857142855,0,0,0,0.0,0
23,SV Samson,362,240,126.69888541888889,0,0,0,0.0,1
23,Sandeep Sharma,2,7,28.57142857,2,157,118,7.983050847,0
23,Sanvir Singh,11,9,125.0,0,0,0,0.0,0
23,Shahbaz Ahmed,42,41,98.58585860000001,0,57,24,7.666666666666667,0
23,Shubman Gill,890,582,111.77301865222222,0,0,0,0.0,1
23,Sikandar Raza,139,104,116.59090908833333,3,114,76,6.720903540333334,0
23,Swapnil Singh,2,4,50.0,0,7,6,7.0,0
23,T Stubbs,25,31,72.61904762,1,14,12,3.5,0
23,TA Boult,16,17,41.34615385,4,168,119,8.80604395725,0
23,TH David,231,155,119.82779476625001,0,0,0,0.0,0
23,TU Deshpande,0,1,0.0,10,269,193,8.362694301,0
23,Tilak Varma,343,226,177.78388055714285,0,7,7,0.8571428571428571,1
23,UT Yadav,19,20,88.51851850999999,0,124,74,8.363050482666667,0
23,Umran Malik,19,8,237.5,3,78,56,8.357142857,0
23,V Kohli,639,473,108.805364825,0,0,0,0.0,1
23,V Shankar,301,199,145.39761503285715,0,0,0,0.0,1
23,VG Arora,3,2,150.0,4,94,68,8.52887538,0
23,VR Iyer,404,288,141.3424848,0,0,0,0.0,1
23,Vijaykumar Vyshak,13,10,130.0,7,187,114,9.842105263,0
23,Vishnu Vinod,37,32,87.5,0,0,0,0.0,0
23,Vivrant Sharma,69,49,140.8163265,0,19,8,14.25,0
23,WD Parnell,2,6,33.33333333,5,159,96,9.9375,0
23,WP Saha,371,297,118.03042935555555,0,0,0,0.0,1
23,Washington Sundar,60,62,111.60068113,3,126,94,8.416666666666666,0
23,YBK Jaiswal,625,397,138.89434761111113,0,0,0,0.0,1
23,YV Dhull,16,23,51.97368421,0,0,0,0.0,0
23,Yudhvir Singh,1,2,50.0,2,41,31,8.2435897415,0
24,A Badoni,235,180,102.24804400999999,0,25,12,3.5714285714285716,0
24,A Kamboj,2,2,100.0,1,24,19,7.578947368,0
24,A Manohar,9,16,53.571428569999995,0,0,0,0.0,0
24,A Nortje,4,9,28.57142857,4,181,88,12.405405405,0
24,A Raghuvanshi,163,109,153.80952382,0,0,0,0.0,1
24,AA Kulkarni,9,8,112.5,0,0,0,0.0,0
24,AD Russell,222,141,175.694993406,16,251,154,8.6653221582,1
24,AJ Turner,21,20,105.0,0,0,0,0.0,0
24,AK Markram,220,187,94.87393698428572,0,15,13,0.989010989,0
24,AM Rahane,242,200,107.865458875,0,0,0,0.0,0
24,AR Patel,235,183,115.87432408714287,10,294,216,7.670329670285715,1
24,AS Roy,3,3,100.0,0,18,10,10.8,0
24,Abdul Samad,182,113,162.50437064125,0,0,0,0.0,1
24,Abhishek Sharma,484,248,176.24935715625,2,51,42,3.0625,1
24,Abishek Porel,327,213,143.41742065875,0,0,0,0.0,1
24,Akash Deep,2,2,100.0,1,55,23,14.34782609,0
24,Akash Madhwal,4,5,80.0,4,159,95,10.04210526,0
24,Anmolpreet Singh,5,7,41.666666665,0,0,0,0.0,0
24,Anuj Rawat,98,80,138.603988595,0,0,0,0.0,0
24,Arshad Khan,78,52,96.07843136666668,1,88,56,8.777705132333333,0
24,Arshad Khan (2),5,4,125.0,0,22,13,10.15384615,0
24,Arshdeep Singh,4,4,100.0,3,83,45,11.06666667,0
24,Ashutosh Sharma,189,118,128.102683826,0,0,0,0.0,0
24,Atharva Taide,61,41,138.75661375,0,4,1,12.0,0
24,Avesh Khan,10,5,191.66666665,2,70,35,14.152173913,0
24,Azmatullah Omarzai,42,34,108.636363625,4,186,131,8.22697368425,0
24,B Kumar,23,30,66.964285715,9,367,250,8.5734165055,0
24,B Sai Sudharsan,527,388,115.04293391285715,0,0,0,0.0,1
24,BR Sharath,2,5,40.0,0,0,0,0.0,0
24,C Green,255,185,131.12777015,10,303,223,8.943052501142857,0
24,D Brevis,69,60,112.79904305,0,0,0,0.0,0
24,D Ferreira,8,11,60.416666665,0,0,0,0.0,0
24,D Padikkal,38,60,38.844155844,0,0,0,0.0,0
24,DA Miller,210,149,137.223327348,0,0,0,0.0,0
24,DA Warner,168,130,99.90693248000001,0,0,0,0.0,0
24,DG Nalkande,12,11,109.0909091,2,21,12,10.5,0
24,DJ Hooda,145,107,134.90602541666667,0,22,19,2.369047619,0
24,DJ Mitchell,318,228,127.43635709142858,1,70,38,2.969670329714286,1
24,Dhruv Jurel,195,144,86.40038827250001,0,0,0,0.0,0
24,F du Plessis,438,276,147.299664575,0,0,0,0.0,1
24,G Coetzee,14,22,39.583333332500004,9,252,163,8.74921983375,0
24,GJ Maxwell,52,46,35.809523806,6,124,98,7.9372549018,1
24,Gulbadin Naib,19,15,126.6666667,0,12,6,12.0,0
24,H Klaasen,479,293,148.0625852375,0,0,0,0.0,1
24,HH Pandya,216,154,128.773809525,11,387,226,10.909166666625,1
24,HV Patel,13,19,52.857142855,17,206,156,7.761344538,1
24,Harpreet Brar,75,59,92.0673077,4,205,156,9.6838235295,0
24,Harpreet Singh,27,34,79.41176471,0,0,0,0.0,0
24,I Sharma,1,8,16.666666665,3,97,59,9.639097743499999,0
24,Ishan Kishan,320,222,114.8527119025,0,0,0,0.0,1
24,J Fraser-McGurk,330,150,203.72462604,0,0,0,0.0,1
24,JA Richardson,2,2,100.0,0,38,25,9.12,0
24,JC Buttler,359,266,106.99726881857143,0,0,0,0.0,1
24,JD Unadkat,24,27,246.46464646666666,8,249,168,9.240258143,0
24,JJ Bumrah,12,12,130.0,14,183,201,5.761164883666666,1
24,JM Bairstow,298,197,140.8785065425,0,0,0,0.0,1
24,JM Sharma,187,147,131.59663865714285,0,0,0,0.0,0
24,K Rabada,20,17,135.833333335,5,192,141,7.920621225,0
24,KA Maharaj,1,2,50.0,2,23,24,5.75,0
24,KD Karthik,326,195,164.47652666,0,0,0,0.0,1
24,KH Pandya,133,112,105.43367346666666,6,220,187,6.983125404,1
24,KL Rahul,520,398,129.2269649475,0,0,0,0.0,1
24,KS Williamson,27,27,69.0909091,0,0,0,0.0,0
24,KV Sharma,31,16,175.0,2,165,93,10.371212120000001,0
24,Kuldeep Yadav,47,44,99.0530303125,12,295,192,8.87735294125,1
24,Kumar Kushagra,3,7,33.333333333333336,0,0,0,0.0,0
24,L Wood,9,3,300.0,1,68,24,17.0,0
24,LB Williams,1,2,50.0,1,38,20,11.4,0
24,LH Ferguson,1,1,100.0,1,47,25,11.28,0
24,LS Livingstone,111,82,103.62103175,3,84,75,3.71052631575,0
24,Lalit Yadav,10,12,81.25,0,56,18,17.75,0
24,M Jansen,18,15,110.7142857,1,80,39,12.315789474999999,0
24,M Shahrukh Khan,127,77,171.16666668,0,15,12,3.0,0
24,MA Agarwal,64,59,100.369238615,0,0,0,0.0,0
24,MA Starc,9,11,65.0,13,323,205,8.355701754250001,1
24,MJ Santner,14,18,53.333333333333336,2,64,54,8.194444444333334,0
24,MJ Suthar,1,2,50.0,0,26,12,13.0,0
24,MK Lomror,125,74,106.63824949999999,0,18,9,2.0,0
24,MK Pandey,42,33,127.2727273,0,0,0,0.0,0
24,MM Ali,128,105,118.6858974375,0,48,30,3.9375,0
24,MM Sharma,2,16,6.666666665,9,199,124,12.4732142855,0
24,MP Stoinis,388,272,125.00246500375,4,121,87,2.825844155875,1
24,MR Marsh,61,41,151.50793653333335,1,103,54,7.677241380000001,0
24,MS Dhoni,161,82,189.9151287375,0,0,0,0.0,1
24,MS Wade,4,7,57.14285714,0,0,0,0.0,0
24,Mayank Dagar,0,1,0.0,1,75,48,9.375,0
24,Mohammad Nabi,35,31,83.487394948,2,109,74,7.833333333400001,0
24,Mohammed Siraj,12,9,133.3333333,7,216,149,8.697986577,0
24,Mohsin Khan,2,1,200.0,5,187,113,9.92920354,0
24,Mukesh Kumar,3,10,18.75,9,243,136,9.4265536735,0
24,N Pooran,499,296,181.26153221250001,0,0,0,0.0,1
24,N Rana,42,35,120.0,0,0,0,0.0,0
24,N Wadhera,109,90,124.34534884,0,13,12,1.3,0
24,Naman Dhir,140,84,198.284313725,0,55,29,5.989130435,0
24,Naveen-ul-Haq,2,4,50.0,2,51,25,12.24,0
24,Nithish Kumar Reddy,303,221,125.620098615,3,153,87,9.869847030499999,1
24,Noor Ahmad,5,9,107.142857145,3,166,122,7.1581632655,0
24,P Simran Singh,334,216,167.97126256666667,0,0,0,0.0,1
24,PD Salt,435,250,134.96797196666668,0,0,0,0.0,1
24,PJ Cummins,136,99,110.10212411428571,15,521,350,8.342321312142857,1
24,PP Chawla,15,15,88.571428572,12,250,185,8.3754124322,1
